fold,store_id,product_id,rows,actual_sales_total,baseline_wape,lightgbm_wape,baseline_bias,lightgbm_bias,extra_absolute_error
1,182,127,14,19.999999999999996,0.2950000000000001,0.28537838577572033,-0.011224489795918375,-0.0684370663710272,-0.19243228448559435
1,188,41,14,12.41,0.6415333256590308,0.6423578451465808,0.07459183673469381,0.3268290365628239,0.010232286840496485
1,188,300,14,111.2,0.17574511819116137,0.28139152545769447,-0.49591836734693884,-2.0925765993359104,11.74788048803848
1,188,757,14,11.65,0.34702636419374616,0.3177324987846161,-0.07959183673469385,-0.1206782174535621,-0.34127353201636446
1,190,596,14,18.700000000000003,0.38808250572956454,0.36718166473094344,-0.17346938775510207,-0.25212671015245286,-0.3908457266742147
1,196,11,14,12.6,0.2664399092970522,0.24300398420602992,0.05000000000000001,0.021905908572145732,-0.2952926561468807
1,198,313,14,8.98,0.1794463888005091,0.19436347320608052,-0.02408163265306126,-0.10364021083952693,0.13395541796203148
1,200,379,14,18.900000000000002,0.346938775510204,0.41218701306808225,-0.16224489795918365,-0.5246024728732052,1.2331916898438982
1,201,6,14,12.499999999999998,0.4308571428571429,0.4674023363676239,-0.1173469387755102,-0.20572993697294642,0.45681491888101267
1,204,77,14,8.8,0.2516233766233765,0.2626384928860374,0.01734693877551013,0.06313518292289243,0.09693302311141583
1,207,122,14,12.599999999999998,0.4170068027210886,0.35861657640338535,-0.059387755102040855,-0.2680850317137114,-0.735716851603061
1,209,363,14,14.2,0.3098591549295775,0.26466823016970925,-0.03673469387755096,-0.022511395963346194,-0.6417111315901289
1,209,769,14,13.300000000000002,0.21804511278195485,0.20169267826259005,0.05612244897959181,0.04688104221915368,-0.21748737910755178
1,210,600,14,4.4,0.4512987012987012,0.42921455573780165,0.03775510204081633,0.02148278610548115,-0.09717024046795819
1,218,363,14,11.500000000000002,0.17515527950310555,0.1832427947691587,0.05204081632653057,0.07689799565205933,0.09300642555961103
1,221,644,14,12.5,0.4685714285714285,0.4686554361200116,-0.038775510204081605,-0.18897621940847426,0.0010500943572884225
1,226,644,14,7.8999999999999995,0.38155515370705245,0.49842723998860755,-0.14183673469387756,-0.2184995791088074,0.9232894816242854
1,227,580,14,13.299999999999999,0.3190118152524168,0.33143842408335006,0.08673469387755103,0.25559381214525884,0.16527389745141274
1,228,215,14,41.35,0.218863361547763,0.22302284121368995,-0.41683673469387766,-0.30207497250053544,0.17199448418607943
1,230,650,14,4.699999999999999,0.5045592705167175,0.4808179732623227,-0.06122448979591837,0.04587839060960033,-0.11158409709565564
1,232,578,14,5.800000000000001,0.3374384236453201,0.32603474322145465,-0.013265306122448988,-0.007446363656987321,-0.06614134645841951
1,235,9,14,7.199999999999999,0.32341269841269843,0.2937197966021748,-0.08469387755102036,-0.039727519698112265,-0.21378889303576987
1,236,858,14,4.17,0.40219253168893454,0.40353072287616354,-0.02755102040816321,0.06453774320572303,0.005580257250744847
1,241,93,14,8.499999999999998,0.3445378151260504,0.30914165092100804,0.033673469387755096,-0.020400474288746362,-0.30086739574286003
1,241,292,14,27.150000000000002,0.36885030255195994,0.2460904743265286,-0.055102040816326525,-0.048331535997146347,-3.3329293363204604
1,241,715,14,9.100000000000001,0.38304552590266877,0.3901206490052981,0.030612244897959186,0.13419181294747845,0.06438362023392674
1,242,136,14,10.899999999999999,0.24377457404980343,0.3427964650641748,-0.09591836734693882,-0.20695264599178056,1.0793386120566484
1,242,486,14,32.3,0.2609464838567006,0.38606048228326595,0.11836734693877544,0.4799240019127602,4.041182149178061
1,247,306,14,7.77,0.31237359808788384,0.2358275594479931,-0.00540816326530612,-0.021993540671116415,-0.5947627202319512
1,250,494,14,23.900000000000002,0.3652121936640764,0.33226728855993254,0.09081632653061224,-0.2622979778895704,-0.7873832319890388
1,253,71,14,24.299999999999997,0.22927689594356263,0.35722101143854884,-0.030612244897959186,-0.5184440880105131,3.109042006528165
1,263,285,14,8.0,0.2851785714285714,0.22748354997347625,0.00989795918367344,0.015211216023138269,-0.46156017164076113
1,285,822,14,7.870000000000002,0.34815756035578127,0.33294570435516824,0.0108163265306122,-0.11696516549659289,-0.11971730672482472
1,300,190,14,18.6,0.28725038402457753,0.27469363241677275,-0.07142857142857147,0.01040529623339773,-0.23355557990516917
1,300,635,14,13.939999999999998,0.4556261529001846,0.3214508665563783,0.24591836734693892,0.1825636153897856,-1.8704034916326595
1,300,853,14,15.7,0.21201091901728847,0.19980909168171737,0.0030612244897958996,-0.024990265592055954,-0.19156868916846603
1,304,70,14,41.8,0.2891319207108681,0.27885219104128217,-0.23877551020408166,-0.12900484402664894,-0.4296927001886921
1,309,38,14,18.200000000000003,0.9042386185243326,0.6993382252192062,0.14897959183673468,-0.5914952011364455,-3.7291871581533016
